code	product_name	brands	brands_tags	categories_en	labels_en	product_quantity	ingredients_text	labels	image_url	serving_size	serving_quantity
85968001023.0	Thai Hom Mali Jasmine Rice	Golden Star	golden-star	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Aromatic rices,Indica rices,Long grain rices,Jasmine rice	No gluten,No GMOs,Non GMO project	9071.8474	Jasmine rice	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/596/800/1023/front_en.3.400.jpg	1/4 cup (50 g)	50.0
86002999993.0	Psyllium Husk	HealthPlus	healthplus	Plant-based foods and beverages,Plant-based foods,Cooking helpers,Dietary supplements,Psyllium,Fiber-supplement	No gluten,Gmp-quality	680.388555	Psyllium Husk	No gluten, GMP Quality	https://images.openfoodfacts.org/images/products/008/600/299/9993/front_en.6.400.jpg	7g	7.0
860932.0	Trader joe's, unsweetened non-dairy beverage rice drink, vanilla	Trader Joe's,Cosmania  Inc.	trader-joe-s,cosmania-inc	Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Rice-based drinks	Kosher,Kosher-parve,Orthodox Union Kosher,Not-for-use-as-infant-formula	32.0	FILTERED WATER, BROWN RICE (PARTIALLY MILLED), EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, NATURAL VANILLA FLAVOR WITH OTHER NATURAL FLAVORS, SEA SALT, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12).	Kosher, Kosher-parve, Orthodox Union Kosher, Not for use as infant formula 	https://images.openfoodfacts.org/images/products/000/000/086/0932/front_en.4.400.jpg	1 cup (240 ml)	240.0
86101022257.0	Organic Soft Dried Apricots	Great Lakes International Trading	great-lakes-international-trading	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Pitted dried apricots,Soft-dried-apricots	Organic,USDA Organic	453.59237	Organic Apricots, Water	en:usda-organic	https://images.openfoodfacts.org/images/products/008/610/102/2257/front_en.3.400.jpg	40 grams	40.0
86106072103.0	Unsalted Tops Saltine Crackers	Abimar Foods  Inc.	abimar-foods-inc	Snacks,Salty snacks,Sweet snacks,Appetizers,Biscuits and cakes,Crackers	100% natural	453.59237	Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), palm oil and/or interesterified soybean oil, contains 2% or less of the following: high fructose corn syrup, salt, baking soda, yeast, yeast extract, natural flavors, whey (milk), protease enzyme, soy lecithin, malted barley flour, monocalcium phosphate, lactic acid, ammonium bicarbonate, ascorbic acid.	100% natural	https://images.openfoodfacts.org/images/products/008/610/607/2103/front_en.8.400.jpg	5 CRACKERS (16 g)	16.0
86341170503.0	cereal toasted oat	Whole Grain	whole-grain	Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals	No artificial flavors	340.1942775	Whole grain oats, wheat starch, grain berry sorghum bran, modified corn starch, brown sugar, salt, tricalcium phosphate, tripotassium phosphate, calcium carbonate, caramel color, vitamin e (mixed tocopherols) added to preserve freshness. vitamins and minerals: iron (ferrous fumarate), vitamin c (sodium ascorbate, ascorbic acid) iron ferrous fumarate), vitamin a (palmitate), vitamin e (acetate), zinc (zinc oxide), niacinamide, vitamin b1 (thiamine mononitrate), vitamin b6 (pyridoxine hydrochloride), vitamin d (cholecalciferol), vitamin b2 (riboflavin), folic acid, vitamin b12 (cycanocobalamin).	No artificial flavors	https://images.openfoodfacts.org/images/products/008/634/117/0503/front_en.5.400.jpg	1 cup (30 g)	30.0
86341170510.0	whole grain honey nut toasted oats	Grain Berry	grain-berry	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Oat,Avena,Honey-nut-toasted-oats,Toasted-oats	Kosher,Kosher-parve	340.1942775	Whole grain oats, brown sugar, wheat starch, sorghum blend: (hi-tannin bran, whole grain onyx), modified corn starch, honey, salt, tricalcium phosphate, tripotassium, phosphate, molasses, tocopherols (vitamin e) added to maintain freshness, almonds, canola oil. vitamins & minerals: calcium carbonate, iron & zinc (mineral nutrients), vitamin c (sodium ascorbate, ascorbic acid), vitamin e (acetate), vitamin b3 (niacinamide), vitamin a (palmitate), vitamin b6 (pyridoxine hydrochloride), folic acid, vitamin b2 (riboflavin), vitamin d (cholecalciferol), vitamin b1 (thiamine hydrochloride), vitamin b12 (cycanocobalamin)	en:kosher-parve	https://images.openfoodfacts.org/images/products/008/634/117/0510/front_en.10.400.jpg	1 cup (30 g)	30.0
86341170527.0	cereal multi-bran flakes	Grain Berry	grain-berry	Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals	No artificial flavors,No preservatives	340.1942775	Whole grain wheat, sugar, sorghum blend: (hi-tannin bran, whole grain onyx), wheat bran, salt, malt extract, tocopherols (vitamin e) added to maintain freshness. vitamins and minerals: vitamin c (sodium ascorbate, ascorbic acid), calcium (calcium carbonate), iron & zinc (mineral nutrients), vitamin a (palmitate) vitamin e (acetate), vitamin b3 (niaciniamide), vitamin b6 (pyridoxine hydrochloride), vitamin b12 (cycanocobalamin), vitamin b1 (thiamine mononitrate), folic acid, vitamin d (cholecalciferol), vitamin b2 (riboflavin).	No artificial flavors, No preservatives	https://images.openfoodfacts.org/images/products/008/634/117/0527/front_en.12.400.jpg	3/4 cup (30 g)	30.0
863506.0	Organic Mini Peanut Butter Sandwich Crackers	Trader Joe's	trader-joe-s	Snacks,Salty snacks,Appetizers,Crackers	Organic,USDA Organic,Certified-organic-by-quality-assurance-international,No-hydrogenated-oils	212.6214234375	ORGANIC WHEAT FLOUR, ORGANIC SOYBEAN AND/OR ORGANIC SUNFLOWER OIL, ORGANIC PEANUT BUTTER (ORGANIC DRY ROASTED PEANUTS, ORGAN - IC PALM OIL, SALT), ORGANIC PALM OIL, ORGANIC POWDERED SUGAR (ORGANIC CANE SUGAR, ORGANIC TAPIOCA STARCH), ORGANIC CANE SUGAR, SEA SALT, ORGANIC MALTED BARLEY EXTRACT, AMMONIUM BICARBONATE, SALT, SODIUM BICARBON - ATE, MICROBIAL ENZYME, ORGANIC NATURAL FLAVORS, ORGANIC NONFAT DRY MILK. CONTAINS MILK, WHEAT, PEANUT. MAY CONTAIN TRACES OF SOY, COCONUT.	Organic,USDA Organic,No hydrogenated oils,Certified organic by Quality Assurance International	https://images.openfoodfacts.org/images/products/000/000/086/3506/front_en.10.400.jpg	30 g	30.0
86600009858.0	Solid White Albacore in Water	Bumble Bee,Bumble Bee Foods  Llc, Bumble Bee Seafoods	bumble-bee,bumble-bee-foods-llc,bumble-bee-seafoods	Seafood,Fishes and their products,Canned foods,Fishes,Fatty fishes,Canned fishes,Tunas,Canned tunas,Tuna-in-brine	No GMOs,Non GMO project	1133.980925	WHITE TUNA, WATER, VEGETABLE BROTH, SEA SALT.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/660/000/9858/front_en.9.400.jpg	113 g	113.0
86600240848.0	Wild-Caught Pink Salmon Skinless & Boneless (Pouch)	Bumble Bee, Bumble Bee Seafoods	bumble-bee,bumble-bee-seafoods	Seafood,Canned foods	No GMOs,Non GMO project	141.747615625	Pink salmon, water, salt	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/660/024/0848/front_en.5.400.jpg	2 ONZ (56 g)	56.0
86600750958.0	Fillets in oil smoked salmon	Bumble Bee,Bumble Bee Foods	bumble-bee,bumble-bee-foods	Seafood,Fishes and their products,Canned foods,Fishes,Fatty fishes,Canned fishes,Salmons,Canned salmons	Kosher,Kosher-parve,Orthodox Union Kosher	106.31071171875	Medium red salmon, soybean oil, water, smoke flavor, salt, color added	Kosher, Kosher-parve, Orthodox Union Kosher	https://images.openfoodfacts.org/images/products/008/660/075/0958/front_en.7.400.jpg	1/3 cup (85 g)	85.0
86700680476.0	Dark Chocolate Almonds	SunRidge Farms	sunridge-farms	Snacks	No GMOs,Non GMO project	226.796185	Dark chocolate coating (unsweetened chocolate, evaporated cane juice, cocoa butter, soy lecithin [an emulsifier], natural vanilla), dry roasted almonds, pure food glaze.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/670/068/0476/front_en.5.400.jpg	40 g (40 g)	40.0
86840800295.0	Pumpkin Spice Almond & Coconut Creamer	Nut Pods	nut-pods	Plant-based foods and beverages,Beverages,Dairy substitutes,Milk substitutes,Plant-based beverages,Creamer	No GMOs,No milk,Non GMO project,Unsweetened	336.0	Purified Water, Coconut cream, Almonds, Natural Flavors, Acacia Gum, Dipotassium Phosphate, Sunflower Lecithin, Sea Salt, Gellan Gum.	No GMOs, No milk, Non GMO project, Unsweetened	https://images.openfoodfacts.org/images/products/008/684/080/0295/front_en.6.400.jpg	1 tbsp	0.0
86854042441.0	Ketchup organic	Harvest Farms	harvest-farms	Condiments,Sauces,Tomato sauces,Ketchup,Groceries	No gluten,Organic,Vegetarian,USDA Organic,Vegan	566.9904625	Organic tomato concentrate, organic sugar, organic distilled vinegar, salt, less than 2% of: organic onion powder, organic spices.	No gluten, Organic, Vegetarian, USDA Organic, Vegan	https://images.openfoodfacts.org/images/products/008/685/404/2441/front_en.4.400.jpg	1 Tbsp (17 g)	17.0
86854063132.0	Natural Ground Beef	Ingles Markets Inc.	ingles-markets-inc	Meats and their products,Meats	No gluten	453.59237	Ground beef	No gluten	https://images.openfoodfacts.org/images/products/008/685/406/3132/front_en.5.400.jpg	4 ONZ (112 g)	112.0
868631.0	Black Forest Uncured Ham	Trader Joe's	trader-joe-s	Meats and their products,Meats,Prepared meats,Hams	No antibiotics,Without hormones,Porks raised without antibiotics,Without antibiotics or hormones,Crate-free,No-nitrates-or-nitrites-added	226.796185	BONELESS HAM, WATER, VINEGAR, SALT, TURBINADO SUGAR, MOLASSES, CULTURED CELERY POWDER (CELERY POWDER, SEA SALT), SPICE EXTRACTIVES.	No nitrates or nitrites added,Porks raised without antibiotics,Without antibiotics or hormones,Crate free	https://images.openfoodfacts.org/images/products/000/000/086/8631/front_en.12.400.jpg	1 portion (56 g)	56.0
86906600036.0	Siete Tortillas, Grain Free, Almond Flour	Siete	siete	Almond-flour-tortilla	No gluten	50.0	Almond flour, tapioca flour. water, sea salt, xanthan gum, apple cider vinegar, fermented extract (oregano. flaxseed, plum). Contains: Almonds.	No gluten	https://images.openfoodfacts.org/images/products/008/690/660/0036/front_en.6.400.jpg	2 Tortillas (50g)	50.0
87076214340.0	Mega trail mix	Snak Club	snak-club	Snacks	No GMOs,Non GMO project	85.048569375	Dried cranberries (cranberries, sugar, sunflower oil), almonds, pumpkin seeds, cashews, pecans, pistachios, vegetable oil (contains one or more of the following: canola oil, peanut oil, and/or sunflower oil), sea salt.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/707/621/4340/front_en.4.400.jpg	1/4 cup (30 g)	30.0
87076456405.0	tajin peanuts	Snak Club	snak-club	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Nuts and their products,Nuts,Roasted nuts,Peanuts,Roasted peanuts	No GMOs,Non GMO project,Contains-peanuts,Packed-on-shared-equipment-with-milk-egg-soy-wheat-peanut-and-other-tree-nuts,Snack	42.5242846875	PEANUTS, TAJIN CLASICO SEASONING (CHILI PEPPERS, SEA SALT, DE HYƆRATED LIME JUICE), VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: CANOLA OIL, PEANUT OIL , AND/OR SUNFLOWER OIL). CONTAINS: PEANUT.	Contains peanuts, Packed on shared equipment with milk egg soy wheat peanut and other tree nuts, Snack, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/707/645/6405/front_en.23.400.jpg	43g	43.0
87145900905.0	Blue Cheeze Dressing	Daiya	daiya	Condiments,Sauces,Salad dressings,Groceries	No gluten,Vegetarian,Vegan,No eggs,No milk,No soy,Vegan-org	237.002013325	Non-GMO expeller pressed canola oil, water, white vinegar, cane sugar, sea salt, vegan natural flavors, potato starch, potato protein, whole algal flour, vegan cultured dextrose, xanthan gum, lemon juice concentrate, spices, onion.	No gluten, Vegetarian, Vegan, No milk, No soy, No eggs, Vegan.org	https://images.openfoodfacts.org/images/products/008/714/590/0905/front_en.4.400.jpg	30 g, 2 tbsp	30.0
87222103405.0	Strawberry Fruit Spread	McCUTCHEON'S	mccutcheon-s	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Berry jams,Strawberry jams	No preservatives	566.9904625	Strawberries, White Grape Juice Concentrate, Fruit Pectin, Fruit Acid (Citric)	No preservatives	https://images.openfoodfacts.org/images/products/008/722/210/3405/front_en.16.400.jpg	19g	19.0
87427442439.0	Flame Grilled Angus Choice Beef Patties	Don Lee Farms	don-lee-farms	Meats and their products,Beef and its products,Meat preparations,Beef preparations,Meat patties,Beef patties	No gluten,Usda-choice	1360.77711	USDA CHOICE ANGUS BEEF, WATER, ARROWROOT FLOUR, 2% OR LESS OF EACH OF: ONION, SEA SALT, GARLIC, SPICES, GRILL FLAVOR (FROM SUNFLOWER OIL), NATURAL FLAVOR.	No gluten,USDA Choice	https://images.openfoodfacts.org/images/products/008/742/744/2439/front_en.9.400.jpg	1 patty (113g)	113.0
87684001097.0	Berry Juice	Caprisun	caprisun	Plant-based foods and beverages,Beverages,Plant-based beverages	No added sugar	0.0	Apple, grape, and strawberry juices from concentrate (water; apple, grape, and strawberry juice concentrates), citric acid (for tartness), natural flavor.	No added sugar	https://images.openfoodfacts.org/images/products/008/768/400/1097/front_en.5.400.jpg	1 POUCH (177 ml)	177.0
87692008293.0	Pineapple Hard Seltzer	Truly	truly	Beverages,Alcoholic beverages	No gluten	355.0	filtered carbonated water alcohol, natural flavors, cane sugar, citric acid, and sodium citrate	No gluten	https://images.openfoodfacts.org/images/products/008/769/200/8293/front_en.4.400.jpg	355ml	355.0
87692017783.0	Crisp Light Hard Cider	Angry Orchard	angry-orchard	Beverages and beverages preparations,Beverages,Alcoholic beverages,Ciders	No gluten	354.882	FILTERED WATER, HARD CIDER, APPLE JUICE FROM CONCENTRATE CANE SUGAR, MALIC ACID, NATURAL FLAVORS CARBON DIOXIDE, AND SULFITES TO PRESERVE FRESHNESS	en:no-gluten	https://images.openfoodfacts.org/images/products/008/769/201/7783/front_en.3.400.jpg	12 fl oz	354.882
87703023185.0	Seasoned Seaweed Original	Surasang,Wang	surasang,wang	Plant-based foods and beverages,Plant-based foods,Seafood,Specific products,Products for specific diets,Products without gluten,Seaweeds and their products	No gluten,Vegetarian,Vegan,HACCP,No milk,Made-in-south-korea	60.0	SEAWEED, CORN OIL, SESAME SEED OIL, PERILLA OIL, SUGAR, SESAME SEED, SALT.	No gluten, Vegetarian, Vegan, HACCP, No milk, Made in South Korea	https://images.openfoodfacts.org/images/products/008/770/302/3185/front_en.23.400.jpg	5 g	5.0
87703143227.0	Poudre de piment (fin)	Wang Korea	wang-korea	Plant-based foods and beverages,Plant-based foods,Condiments,Spices	Halal	200.0	RED PEPPER.	Halal	https://images.openfoodfacts.org/images/products/008/770/314/3227/front_en.25.400.jpg	1 tsp (5 g)	5.0
87846446636.0	Korean style starch noodle	Wang Korea	wang-korea	Plant-based foods and beverages,Plant-based foods,Pastas,Noodles	No gluten	907.0	sweet potato starch	en:no-gluten	https://images.openfoodfacts.org/images/products/008/784/644/6636/front_en.3.400.jpg	55g	55.0
87919030786.0	Midamar Chicken Tenders	midamar	midamar	Chicken-tenders	Halal	510.0	Halal Chicken Tenders, Water, Salt. Modified Food Starch, Sodium Phosphate. BREADED WITH: Bleached Wheat Flour, Wheat Flour, Salt, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Corn Starch, Monocalcium Phosphate), Whey, Spice, Garlic Powder, Onion Powder, Soybean Oil, Sugar, Yeast. BATTERED WITH: Water, Bleached Wheat Flour, Modified Food Starch, Egg Whites, Garlic Powder, Wheat Gluten, Salt, Whey, Cultured Buttermilk Powder, Onion Powder, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Corn Starch, Monocalcium Phosphate), Spice, Sodium Alginate, Guar Gum. PREDUSTED WITH: Bleached Wheat Flour, Modified Food Starch, Wheat Gluten, Cultured Buttermilk Powder, Egg Whites, Whey, Garlic Powder, Salt, Sodium Alginate, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Corn Starch, Monocalcium Phosphate), Spice, Onion Powder, Guar Gum. Breading Set In Soybean Oil. CONTAINS: Wheat, Milk, Egg.	Halal	https://images.openfoodfacts.org/images/products/008/791/903/0786/front_en.19.400.jpg	1 serving (85 g)	85.0
87932600645.0	Reduced Fat Milk	Dean Foods Company	dean-foods-company	Dairies,Milks	No gluten	1890.0	Reduced fat milk, vitamin a palmitate, vitamin d3.	No gluten	https://images.openfoodfacts.org/images/products/008/793/260/0645/front_en.5.400.jpg	240 g	240.0
88057085867.0	Hand crafted crackers, Sea Salt	Onesto	onesto	Snacks,Salty snacks,Appetizers,Crackers	No gluten,Certified-gf	113.0	Potato Starch, Water, Sorghum Flour, Tapioca Starch, Brown Rice Flour, Extra Virgin Olive Oil, Almond Flour, Sea Salt, Raw Sugar, Pink Himalayan Salt, Xanthan Gum (a natural, plant-based thickening agent) We only use NON-GMO ingredients.	No gluten,Certified GF	https://images.openfoodfacts.org/images/products/008/805/708/5867/front_en.3.400.jpg	14g , about 5 crackers	14.0
88177227642.0	Island teriyaki marinade sauce	Soy Vay	soy-vay	Condiments,Sauces,Teriyaki sauces,Groceries	No preservatives	566.9904625	Soy sauce (water, wheat, soybeans, salt), sugar, pineapple juice concentrate, soybean oil, vinegar, onion, sesame seeds, garlic, ginger puree, ginger	No preservatives	https://images.openfoodfacts.org/images/products/008/817/722/7642/front_en.13.400.jpg	1 Tbsp (19 g)	19.0
88177227697.0	Hoisin Garlic Marinade	Soy Vay	soy-vay	Condiments,Sauces,Hoisin sauces,Groceries	No preservatives	660.0	Hoisin sauce (sugar, water, soybeans, salt, modified corn starch, wheat flour, caramel color, sesame oil, acetic acid, spices), sugar, soy sauce (water, wheat, soybeans, salt), expeller pressed vegetable oil (soybean and/or canola), dried garlic.	No preservatives	https://images.openfoodfacts.org/images/products/008/817/722/7697/front_en.6.400.jpg	1 Tbsp (19 g)	19.0
88194340027.0	Cream Top Vanilla Yogurt	Brown Cow,  Brown Cow Farm	brown-cow,brown-cow-farm	Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts	No gluten,No GMOs,Non GMO project	170.09713875	Cultured pasteurized whole milk, cane sugar, maple syrup, pectin, natural vanilla flavor, natural flavor.	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/819/434/0027/front_en.10.400.jpg	1 tub (150 g)	150.0
88194340041.0	Cream Top Strawberry Yogurt	Brown Cow	brown-cow	Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts	No GMOs,Non GMO project	170.09713875	CULTURED PASTEURIZED _MILK_, HONEY, STRAWBERRIES, SUGAR, PECTIN, NATURAL FLAVOR, LOCUST BEAN GUM, RED CABBAGE JUICE CONCENTRATE (FOR COLOR), PURE MAPLE SYRUP, ANNATTO EXTRACT (FOR COLOR). CONTAINS LIVE ACTIVE CULTURES: S. THERMOPHILUS, L. BULGARICUS, L. ACIDOPHILUS AND BIFIDUS	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/819/434/0041/front_en.7.400.jpg	6 OZ	170.09713875
88194340089.0	Cream Top Apricot Mango Yogurt	Brown Cow	brown-cow	Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts	No gluten,No GMOs,Certified gluten-free,Non GMO project,American-human,Humane-farming,No-rbst	170.09713875	Cultured pasteurized milk, sugar, apricots, mangos, tapioca starch, pectin, pure maple syrup, natural flavor. Contains live active cultures: S. Thermophilus, L. Bulgaricus, L. Acidophilus and Bifidus.	No gluten, No GMOs, Non GMO project, American Human, Humane Farming, No rBST, en:certified-gluten-free	https://images.openfoodfacts.org/images/products/008/819/434/0089/front_en.13.400.jpg	1 container (170 g)	170.0
88231100423.0	Mascarpone	Cello	cello	Dairies,Fermented foods,Fermented milk products,Cheeses,Italian cheeses,Cream cheeses,Mascarpone	No preservatives	453.59237	Pasteurized milk and cream, citric acid.	No preservatives	https://images.openfoodfacts.org/images/products/008/823/110/0423/front_en.5.400.jpg	1 ONZ (28 g)	28.0
88231412045.0	Parmesan Cheese Crisps	Whisps	whisps	Dairies,Fermented foods,Fermented milk products,Snacks,Cheeses	No gluten,No lactose	60.100989025	PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES).	No gluten, en:no-lactose	https://images.openfoodfacts.org/images/products/008/823/141/2045/front_en.21.400.jpg	28 g	28.0
88231412687.0	whisps	Arthur schuman, Arthur Schuman  Inc	arthur-schuman,arthur-schuman-inc	Snacks,Salty snacks,Appetizers,Chips and fries,Crisps	American-cheese-society-2016-winner	269.0	Parmesan cheese (pasteurized part-skimmed cow's milk, cheese cultures, sea salt, enzymes).	American cheese society 2016 winner	https://images.openfoodfacts.org/images/products/008/823/141/2687/front_en.5.400.jpg	18g	18.0
88231412908.0	Shaved Parmesan	Bella Rosa	bella-rosa	Dairies,Fermented foods,Fermented milk products,Cheeses,Milks,Parmesan-cheese	No preservatives	141.747615625	CULTURED PASTEURIZED MILK SALT, ENZYMES. CONTAINS: MILK	No preservatives	https://images.openfoodfacts.org/images/products/008/823/141/2908/front_en.28.400.jpg	28g	28.0
88231413202.0	Cheddar Cheese Crisps	Whisps	whisps	Dairies,Fermented foods,Fermented milk products,Cheeses	No lactose	60.100989025	cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes, annatto (color)).	en:no-lactose	https://images.openfoodfacts.org/images/products/008/823/141/3202/front_en.11.400.jpg	1 serving (30 g)	30.0
88231415244.0	Asiago & Pepper Jack Cheese Crisps	Whisps	whisps	Dairies,Fermented foods,Fermented milk products,Cheeses	No lactose	60.100989025	ASIAGO CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), PEPPER JACK CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, PEPPERS, CHIPOTLES [SMOKED JALAPEÑOS], SALT, ENZYMES).	No lactose	https://images.openfoodfacts.org/images/products/008/823/141/5244/front_en.8.400.jpg	23 crisps (30 g)	30.0
88702005196.0	Four Fruits Preserves	Bonne Maman	bonne-maman	Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams	No gluten,No GMOs,Non GMO project	750.0	FRUITS ( STRAW - n (20g), BERRIES, CHERRIES, REDCURRANTS ount Per RASPBERRIES), SUGAR, CANE Og SUGAR, CONCENTRATED LEMON al Fat 0g UICE, FRUIT PECTIN, JUICE, FRUIT PECTIN. 0% DV), REFRIGERATE	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/870/200/5196/front_en.24.400.jpg	20g	20.0
88702009521.0	Mixed Berries Preserves	Bonne Maman,Andros	bonne-maman,andros	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Breakfasts,Spreads,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams	No gluten,No GMOs,Non GMO project	370.0	Fruits : (raspberries, blueberries blackberries, strawberries from the wood), sugar, cane sugar, fruit pectin.	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/870/200/9521/front_en.4.400.jpg	1 TABLESPOON (20 g)	20.0
88702015652.0	Raspberry Preserves	Bonne Maman	bonne-maman	Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Berry jams,Raspberry-preserve	No gluten,No GMOs,Non GMO project	368.543800625	RASPBERRIES, SUGAR, BROWN CANE SUGAR, CONCENTRATED LEMON JUICE, FRUIT PECTIN.	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/870/201/5652/front_en.20.400.jpg	1 Tbsp (20 g)	20.0
88702176742.0	Hazelnut Chocolate Spread	Bonne Maman	bonne-maman	Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads	No gluten,No GMOs,Non GMO project	249.4758035	SUGAR, HAZELNUTS, VEGETABLE OIL (SUNFLOWER, RAPESEED), SKIMMED MILK POWDER, FAT REDUCED COCOA POWDER (PROCESSED WITH ALKALI), COCOA BUTTER, SUNFLOWER LECITHIN AS EMULSIFIER, NATURAL VANILLA FLAVOR.	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/008/870/217/6742/front_en.3.400.jpg	2 tbsp (33 g)	33.0
89036780001.0	Dark Chocolate Puremade Sauce	Torani,R. Torre & Company	torani,r-torre-company	Condiments,Sauces,Dessert sauces,Chocolate sauce	No gluten,Kosher,No artificial flavors,No artificial preservatives,No GMOs,Certified B Corporation,No artificial colors,Non GMO project	467.7671315625	PURE CANE SUGAR, WATER, INVERT CANE SUGAR, BREAKFAST COCOA (PROCESSED WITH ALKALI), COCOA (PROCESSED WITH ALKALI), CHOCOLATE LIQUOR, CITRIC ACID, NATURAL FLAVORS, SALT	No gluten,Kosher,No artificial flavors,No artificial preservatives,No GMOs,Certified B Corporation,No artificial colors,Non GMO project	https://images.openfoodfacts.org/images/products/008/903/678/0001/front_en.18.400.jpg	1 serving (39 g)	39.0
89036781008.0	White Chocolate Sauce	Torani,R. Torre & Company	torani,r-torre-company	Condiments,Sauces,Dessert sauces,Chocolate sauce,Groceries	No gluten,No artificial flavors,No artificial preservatives,No GMOs,No artificial colors	467.7671315625	Sugar, water, sweetened condensed skim milk (skim milk, sugar), tapioca syrup, nonfat milk, cocoa butter, less than 1% of natural flavor, salt, carrageenan gum, lecithin	No artificial flavors, No artificial preservatives, No gluten, No GMOs, No artificial colors	https://images.openfoodfacts.org/images/products/008/903/678/1008/front_en.5.400.jpg	2 Tbsp (39g)	39.0
89036782005.0	Puremade Sauce	Torani	torani	Snacks,Sweet snacks,Confectioneries,Caramels,Liquid caramel	No gluten,Kosher,No artificial flavors,No artificial preservatives,Certified B Corporation	467.7671315625	corn syrup, sugar, water, invert sugar, heavy cream, nonfat milk, butter, cream, salt, canola lecithin, sodium bicarbonate, disodium phosphate, natural flavors	Kosher, No artificial flavors, No artificial preservatives, Certified B Corporation, en:no-gluten	https://images.openfoodfacts.org/images/products/008/903/678/2005/front_en.28.400.jpg	2 Tbsp (40 g)	40.0
89036851343.0	Dark chocolate sauce torani	Torani	torani	Condiments,Sauces,Dessert sauces,Chocolate sauce	Cocoa-sugar-vanilla	0.0	SUGAR,WATER, COCOA (PROCESSED WITH ALKALI), CHOCOLATE LIQUOR, CITRIC ACID, POTASSIUM SORBATE (TO PRESERVE FRESHNESS) NATURAL FLAVOR, VANILLA EXTRACT, SALT. UD	Cocoa sugar vanilla	https://images.openfoodfacts.org/images/products/008/903/685/1343/front_en.4.400.jpg	30ml	30.0
